文献,反应位置,底物,产物,中间体,催化剂,配体,溶剂,其它组分,条件（温度、时间、气氛、光源、波长等）,产率,dr,ee,er,直接从文献中抓取的提取错误,实验过程与操作顺序错误,文献中没有明确给出信息，需要模型进行推断，推断产生的错误
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry10; PDF pages: 25,"step1: 1-(pent-4-enoyl)-5-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1H-indole-3-carbaldehyde (35.3 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-4-oxo-8-(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (68 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 6 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,81%,95:5,91%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry11; PDF pages: 26,"step1: 6-methyl-1-(pent-4-enoyl)-1H-indole-3-carbaldehyde (24.1 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-7-methyl-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (43.0 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 18 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,69%,95:5,92%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry12; PDF pages: 26,"step1: methyl methyl 3-formyl-1-(pent-4-enoyl)-1H-indole-6-carboxylate (28.5 mg, 0.1 mmol, 1 equiv.)","step2: Methyl (1aR,1a1R,9bS)-9b-((E)-3-ethoxy-3-oxoprop-1-en-1-yl)-4-oxo-1a,1a1,2,3,4,9b-hexahydro-1H-benzo[b]cyclobuta[hi]indolizine-7-carboxylate (49.8 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 12 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,70%,95:5,90%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry13; PDF pages: 27,"step1: 1-(pent-4-enoyl)-6-(trifluoromethyl)-1H-indole-3-carbaldehyde (29.5 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-7-(trifluoromethyl)-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (51.9 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (400 μL); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 6 h; atm: Argon; light: Kessil lamp (50% output); wl: 400 nm; step2: time: 16 h,71%,95:5,90%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry14; PDF pages: 27,"step1: 6-bromo-1-(pent-4-enoyl)-1H-indole-3-carbaldehyde (30.6 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-7-bromo-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (50.4 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (400 μL); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 6 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,67%,95:5,91%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry15; PDF pages: 28,"step1: 6-fluoro-1-(pent-4-enoyl)-1H-indole-3-carbaldehyde (24.5 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-7-fluoro-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (27.7 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (400 μL); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 24 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,44%,95:5,90%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry16; PDF pages: 28,"step1: 7-methyl-1-(pent-4-enoyl)-1H-indole-3-carbaldehyde (24.1 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-6-methyl-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (48.6 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (400 μL); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 6 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,78%,95:5,88%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry17; PDF pages: 29,"step1: 7-chloro-1-(pent-4-enoyl)-1H-indole-3-carbaldehyde (26.1 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-6-chloro-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (30.52 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 18 h; atm: Argon; light: Kessil lamp (50% output); wl: 400 nm; step2: time: 16 h,46%,95:5,72%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry18; PDF pages: 29,"step1: 1-(hex-5-enoyl)-1H-indole-3-carbaldehyde (24.1 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aR,1a1R,9bS)-5-oxo-1a,1a1,2,3,4,5-hexahydro-5a-azabenzo[a]cyclobuta[cd]azulen-9b(1H)-yl)acrylate (24.9 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 18 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,40%,95:5,94%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry19; PDF pages: 30,"step1: 1-(3,3-dimethylpent-4-enoyl)-1H-indole-3-carbaldehyde (25.5 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1aS,1a1R,9bS)-2,2-dimethyl-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (52.0 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: time: 6 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,80%,95:5,84%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureC-Entry20; PDF pages: 30,"step1: (E)-1-(hex-4-enoyl)-1H-indole-3-carbaldehyde (25.5 mg, 0.1 mmol, 1 equiv.)","step2: Ethyl (E)-3-((1R,1aR,1a1R,9bR)-1-methyl-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)acrylate (52.0 mg)",step1: enantioenriched cycloadduct,"step1: (1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,step1: CHCl3 (0.25 M); step2: CH2Cl2 (0.25 M),"step1: TFA (19 μL, 0.25 mmol, 2.5 equiv.); step2: ethyl(triphenylphosphoranylidene)acetate (87 mg, 0.25 mmol, 2.5 equiv.)",step1: temp: 0 °C; time: 3 h; atm: Argon; light: Kessil lamp (50% output); wl: 427 nm; step2: time: 16 h,84%,95:5,75%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry1; PDF pages: 31,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); 1-hexene (38 μL, 0.3 mmol, 3 equiv.)","(1R,2aR,7bS)-3-acetyl-1-butyl-1,2,2a,3-tetrahydro-7bH-cyclobuta[b]indole-7b-carbaldehyde (10.5 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power),38%,2.5:1,77%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry2; PDF pages: 31,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); 1-hexene (38 μL, 0.3 mmol, 3 equiv.)","(1S,2aR,7bS)-3-acetyl-1-butyl-1,2,2a,3-tetrahydro-7bH-cyclobuta[b]indole-7b-carbaldehyde (3.3 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power),13%,,73%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry3; PDF pages: 32,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); methylenecyclohexane (36 μL, 0.3 mmol, 3 equiv.)","(2aR,7bS)-3-acetyl-2a,3-dihydrospiro[cyclobuta[b]indole-1,1'-cyclohexane]-7b(2H)-carbaldehyde (20.0 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power),70%,,94%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry4; PDF pages: 32,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); methyl acrylate (27 μL, 0.3 mmol, 3 equiv.)","Methyl (1R,2aR,7bS)-3-acetyl-7b-formyl-2,2a,3,7b-tetrahydro-1H-cyclobuta[b]indole-1-carboxylate (10.0 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power),30%,,88%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry5; PDF pages: 33,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); (R)-(-)-Carvone (46 μL, 0.3 mmol, 3 equiv.)","(1S,2aR,7bS)-3-acetyl-1-methyl-1-((R)-4-methyl-5-oxocyclohex-3-en-1-yl)-1,2,2a,3-tetrahydro-7bH-cyclobuta[b]indole-7b-carbaldehyde (11.0 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power); wl: 427 nm,33%,1.7:1,,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,GeneralProcedureE-Entry6; PDF pages: 33,"1-acetyl-1H-indole-3-carbaldehyde (18.7 mg, 0.1 mmol, 1 equiv.); (R)-(-)-Carvone (46 μL, 0.3 mmol, 3 equiv.)","(1R,2aR,7bS)-3-acetyl-1-methyl-1-((R)-4-methyl-5-oxocyclohex-3-en-1-yl)-1,2,2a,3-tetrahydro-7bH-cyclobuta[b]indole-7b-carbaldehyde (4.0 mg)",,"(1S,2S)-1,2-diphenyl-2-(pyrrolidin-1-yl)ethan-1-amine (5.3 mg, 0.02 mmol, 20 mol%)",,CHCl3 (400 μL),"TFA (19 μL, 0.25 mmol, 2.5 equiv.); 4 Å molecular sieves",time: 18 h; atm: Argon; light: Kessil lamp (50% of maximum output power); wl: 427 nm,12%,1.7:1,,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,NonGP-Entry2; PDF pages: 34,"cycloadduct (36.4 mg, 0.16 mmol, 1 equiv.)","(1aR,1a1R,9bS)-4-oxo-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizine-9b(1a1H)-carboxylic acid (26 mg)",,,,"MeCN/H2O (420 μL MeCN, 100 μL H2O)","KH2PO4 (24.5 mg, 0.18 mmol, 1.1 equiv.); H2O2 (30% aqueous) (20 μL of a 30% aqueous solution); NaClO2 (16.3 mg, 0.18 mmol, 1.1 equiv.); NaHSO3 (quench, saturated aqueous solution)",temp: room temperature; time: 3 h,68%,,92%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,NonGP-Entry3; PDF pages: 35,"cycloadduct (43.1 mg, 0.19 mmol, 1 equiv.)","(1aR,1a1R,9bS)-9b-(2,2-dibromovinyl)-1,1a,1a1,2,3,9b-hexahydro-4H-benzo[b]cyclobuta[hi]indolizin-4-one (57 mg)",,,,anhydrous CH2Cl2 (800 μL anhydrous CH2Cl2),"CBr4 (200 mg, 0.6 mmol, 3 equiv.); PPh3 (315 mg, 1.2 mmol, 6 equiv.); NH4Cl (saturated aqueous, dilution/extraction)",temp: 0 °C to room temperature; time: overnight; atm: Argon,80%,,92%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,NonGP-Entry4; PDF pages: 36,"dibromide (57 mg, 0.15 mmol, 1 equiv.)","(1aR,1a1R,9bS)-9b-ethynyl-1,1a,1a1,2,3,9b-hexahydro-4H-benzo[b]cyclobuta[hi]indolizin-4-one (23 mg)",,,,DMSO (2.8 mL),"Cs2CO3 (150 mg, 0.45 mmol, 3 equiv.)",temp: 120 °C; time: overnight,69%,,92%,,,,
triplet state reactivity of iminium ions in organocatalytic asymmetric [2 + 2] photocycloadditions,NonGP-Entry5; PDF pages: 37,"6 (40.9 mg, 0.18 mmol, 1 equiv.)","((1aR,1a1R,9bS)-1a,2,3,4-tetrahydro-1H-benzo[b]cyclobuta[hi]indolizin-9b(1a1H)-yl)methanol (25 mg)",,,,THF (1.5 mL),"LiAlH4 (38 mg, 1 mmol, 5.5 equiv.)","temp: 0 °C (addition), room temperature (stirring); time: overnight; atm: Argon",64%,,91%,,,,
the first asymmetric sonogashira coupling for the enantioselective generation of planar chirality in paracyclophanes,"GeneralProcedureUnlabeled1-Entry1; PDF pages: 1, 2","1,4-bis(6-hydroxy-1-hexyl)benzene1 (0.765 g, 2.75 mmol)","1,4-Bis(6-bromo-1-hexyl)benzene (1.05 g)",,,,CH2Cl2 (27 mL),"CBr4 (2.79 g, 8.24 mmol); PPh3 (1.92 g, 6.87 mmol)",temp: 0 °C then room temperature; time: 5 min,95%,,,,,,
the first asymmetric sonogashira coupling for the enantioselective generation of planar chirality in paracyclophanes,"GeneralProcedureUnlabeled2-Entry1; PDF pages: 2, 3","2,5-diiodohydroquinone3 (362.3 mg, 1.0 mmol); 1,4-bis(6-bromo-1-hexyl)benzene 3b (404.7 mg, 1.0 mmol)","22,25-Diiodo-1,20-dioxa[7.7]paracyclophane (284.1 mg)",,,,DMF (30 mL then 50 mL),"K2CO3 (346.3 mg, 2.5 mmol)",temp: 120 °C; time: 6 h,47%,,,,,,
the first asymmetric sonogashira coupling for the enantioselective generation of planar chirality in paracyclophanes,"NonGP-Entry1; PDF pages: 4, 5",diiodoparacyclophane (0.05 mmol); 4-methoxyphenylacetylene (0.2 mmol),"22,25-Bis{2-(4-methoxyphenyl)-1-ethynyl}-1,20-dioxa[7.7]paracyclophane (28.3 mg)",,"PdCl2(CH3CN)2 (1.3 mg, 0.005 mmol)",TANIAPHOS,THF (0.2 mL then 0.8 mL),"Cs2CO3 (65.2 mg, 0.2 mmol); CuI (1.0 mg, 0.005 mmol)",temp: room temperature; time: until completion; atm: argon,91%,,52%,,,,
the first asymmetric sonogashira coupling for the enantioselective generation of planar chirality in paracyclophanes,"NonGP-Entry2; PDF pages: 4, 5",diiodoparacyclophane (0.05 mmol); phenylacetylene (0.2 mmol),"22,25-Bis{2-phenyl-1-ethynyl}-1,20-dioxa[7.7]paracyclophane (24.2 mg)",,"PdCl2(CH3CN)2 (1.3 mg, 0.005 mmol)",TANIAPHOS,THF (0.2 mL then 0.8 mL),"Cs2CO3 (65.2 mg, 0.2 mmol); CuI (1.0 mg, 0.005 mmol)",temp: room temperature; time: until completion; atm: argon,87%,,56%,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,"GeneralProcedureB-Entry1; PDF pages: 4, 5","1-Adamantanol (396 mg, 2.6 mmol, 1.3 equiv.); 4-ethynylbenzoic acid (292 mg, 2.0 mmol, 1.0 equiv.)","(3R,5R)-adamantan-1-yl 4-ethynylbenzoate (413 mg)",,,,DCM (15 mL),"DMAP (49 mg, 0.4 mmol, 0.2 equiv.); DCC (495 mg, 2.4 mmol, 1.2 equiv.)","temp: 0 °C (addition), 25 °C (stirred); time: overnight",74%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,"GeneralProcedureB-Entry2; PDF pages: 4, 5","(-)-Borneol (601 mg, 3.9 mmol, 1.3 equiv.); 4-ethynylbenzoic acid (438 mg, 3.0 mmol, 1.0 equiv.)","(1R,2R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-yl 4-ethynylbenzoate (690 mg)",,,,DCM (15 mL),"DMAP (73 mg, 0.6 mmol, 0.2 equiv.); DCC (742 mg, 3.6 mmol, 1.2 equiv.)","temp: 0 °C (addition), 25 °C (stirred); time: overnight",81%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,"GeneralProcedureB-Entry3; PDF pages: 4, 5, 6","L-Menthol (609 mg, 3.9 mmol, 1.3 equiv.); 4-ethynylbenzoic acid (438 mg, 3.0 mmol, 1.0 equiv.)","(1R,2S,5R)-2-isopropyl-5-methylcyclohexyl 4-ethynylbenzoate (630 mg)",,,,DCM (15 mL),"DMAP (73 mg, 0.6 mmol, 0.2 equiv.); DCC (742 mg, 3.6 mmol, 1.2 equiv.)","temp: 0 °C (addition), 25 °C (stirred); time: overnight",74%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,"GeneralProcedureB-Entry4; PDF pages: 4, 6","Diacetone-D-glucose (678 mg, 2.6 mmol, 1.3 equiv.); 4-ethynylbenzoic acid (292 mg, 2.0 mmol, 1.0 equiv.)","(3aR,5R,6S,6aR)-5-((R)-2,2-dimethyl-1,3-dioxolan-4-yl)-2,2-dimethyltetrahydrofuro[2,3-d][1,3]dioxol-6-yl 4-ethynylbenzoate (592 mg)",,,,DCM (15 mL),"DMAP (49 mg, 0.4 mmol, 0.2 equiv.); DCC (495 mg, 2.4 mmol, 1.2 equiv.)","temp: 0 °C (addition), 25 °C (stirred); time: overnight",76%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,NonGP-Entry1; PDF pages: 7,"Fenofibric acid (765 mg, 2.4 mmol); 3-ethynylphenol (236 mg, 2.0 mmol, 1.0 equiv.)",3-ethynylphenyl 2-(4-(4-chlorobenzoyl)phenoxy)-2-methylpropanoate (720 mg),,"DMAP (49 mg, 0.4 mmol, 0.2 equiv.)",,,"DCC (495 mg, 2.4 mmol, 1.2 equiv.)",,86%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,GeneralProcedureC-Entry1; PDF pages: 8,"step1: 2,3-dihydro-1H-inden-1-one (1.32 g, 10.0 mmol, 1.0 equiv.)","step2: 2-bromo-2-fluoro-2,3-dihydro-1H-inden-1-one (0.80 g)",step1: α-fluoroketone,,,step1: THF (10 mL then 20 mL); step2: CH2Cl2 (20 mL then 20 mL),"step1: lithium diisopropylamide (LDA) solution (2 M, 6 mL, 12 mmol, 1.2 equiv); N-fluorobenzenesulfonimide (NFSI) (3.78 g, 12 mmol, 1.20 equiv); step2: triethylamine (Et3N) (1.5 mL, 11 mmol, 1.10 equiv); trimethylsilyl trifluoromethanesulfonate (TMSOTf) (1.8 mL, 10 mmol, 1.0 equiv); N-bromosuccinimide (NBS) (2.31 g, 13 mmol, 1.30 equiv)",step1: temp: -78 °C then r.t.; time: 1.5 h then 5 min then 6–12 h; atm: nitrogen; step2: temp: 0 °C then r.t.; time: 2.5 h,35%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,GeneralProcedureC-Entry2; PDF pages: 9,"step1: 6-methyl-2,3-dihydro-1H-inden-1-one (1.46 g, 10.0 mmol, 1.0 equiv.)","step2: 2-bromo-2-fluoro-6-methyl-2,3-dihydro-1H-inden-1-one (0.43 g)",step1: α-fluoroketone,,,step1: THF (10 mL then 20 mL); step2: CH2Cl2 (20 mL then 20 mL),"step1: lithium diisopropylamide (LDA) solution (2 M, 6 mL, 12 mmol, 1.2 equiv); N-fluorobenzenesulfonimide (NFSI) (3.78 g, 12 mmol, 1.20 equiv); step2: triethylamine (Et3N) (1.5 mL, 11 mmol, 1.10 equiv); trimethylsilyl trifluoromethanesulfonate (TMSOTf) (1.8 mL, 10 mmol, 1.0 equiv); N-bromosuccinimide (NBS) (2.31 g, 13 mmol, 1.30 equiv)",step1: temp: -78 °C then r.t.; time: 1.5 h then 5 min then 6–12 h; atm: nitrogen; step2: temp: 0 °C then r.t.; time: 2.5 h,18%,,,,,,
tetrasubstituted-carbon-stereocenters-via-copper-catalyzed-asymmetric-sonogashira-coupling-reactions-with-cyclic-gem,GeneralProcedureC-Entry3; PDF pages: 9,"step1: 5-methyl-2,3-dihydro-1H-inden-1-one (1.46 g, 10.0 mmol, 1.0 equiv.)","step2: 2-bromo-2-fluoro-5-methyl-2,3-dihydro-1H-inden-1-one (0.78 g)",step1: α-fluoroketone,,,step1: THF (10 mL then 20 mL); step2: CH2Cl2 (20 mL then 20 mL),"step1: lithium diisopropylamide (LDA) solution (2 M, 6 mL, 12 mmol, 1.2 equiv); N-fluorobenzenesulfonimide (NFSI) (3.78 g, 12 mmol, 1.20 equiv); step2: triethylamine (Et3N) (1.5 mL, 11 mmol, 1.10 equiv); trimethylsilyl trifluoromethanesulfonate (TMSOTf) (1.8 mL, 10 mmol, 1.0 equiv); N-bromosuccinimide (NBS) (2.31 g, 13 mmol, 1.30 equiv)",step1: temp: -78 °C then r.t.; time: 1.5 h then 5 min then 6–12 h; atm: nitrogen; step2: temp: 0 °C then r.t.; time: 2.5 h,32%,,,,,,
